id,brand,gear,model,price,fuel,mileage,hp,type,geo,model_year
103625,Volvo,Manuell,V40,3500,Bensin,24 000 - 24 499,163,Kombi,Årjäng,2002
103626,Citroën,Manuell,Berling,11000,Bensin,20 500 - 20 999,108,Kombi,Oxelösund,2002
103627,Volvo,Manuell,S80,95000,Diesel,18 500 - 18 999,184,Sedan,Haparanda,2008
103628,Opel,Manuell,Astra,165000,Diesel,5 500 - 5 999,110,Kombi,Åmål,2015
103629,Opel,Manuell,Astra,34000,Bensin,13 000 - 13 499,115,Halvkombi,Hägersten-Liljeholmen,2008
103630,Kia,Manuell,PICANTO,23900,Bensin,13 000 - 13 499,59,Småbil,Kristianstad,2007
103631,Volkswagen,Automat,PASSAT,21000,Diesel,30 000 - 34 999,140,Kombi,Gislaved,2006
103632,Hyundai,Manuell,ATOS,8900,Bensin,18 000 - 18 499,58,Småbil,Norrköping,2001
103633,Saab,Manuell,9-3,25000,Diesel,26 000 - 26 499,149,-,Hagfors,2007
103634,Volvo,Automat,C70,83000,Diesel,22 000 - 22 499,184,Kombi,Karlskrona,2008
103635,Opel,Automat,Insignia,60000,Diesel,20 000 - 20 499,130,Kombi,Herrljunga,2009
103636,Citroën,Automat,C5,35000,Diesel,19 500 - 19 999,136,Kombi,Eda,2006
103637,Volvo,Automat,C70,75800,Diesel,30 000 - 34 999,184,Kombi,Södertälje,2008
103638,Volvo,Automat,S80,14500,Bensin,30 000 - 34 999,199,Sedan,Skellefteå,2000
103639,Ford,Manuell,MONDEO,62000,Diesel,19 500 - 19 999,140,Kombi,Växjö,2010
103640,Mercedes-Benz,Manuell,C220,89000,Diesel,19 000 - 19 499,170,Sedan,Landskrona,2009
103641,Mercedes-Benz,Manuell,413 CDI,119000,Diesel,35 000 - 39 999,129,Yrkesfordon,Skellefteå,2005
103642,Renault,Automat,MASTER,312500,Diesel,1 500 - 1 999,149,Yrkesfordon,Mörbylånga,2016
103643,Hyundai,Manuell,I20,61000,Bensin,2 000 - 2 499,77,Småbil,Mark,2012
103644,Porsche,Manuell,BOXTER,0,Bensin,13 000 - 13 499,239,Cab,"Göteborg, Hisingen",2006
103645,Volvo,Automat,V70,18900,Bensin,35 000 - 39 999,199,Kombi,Klippan,2002
103646,BMW,Automat,750,89000,Bensin,23 000 - 23 499,367,Sedan,Lindesberg,2006
103647,Volvo,Manuell,V70,73000,Bensin,14 500 - 14 999,170,Kombi,"Malmö, Sydväst",2008
103648,Pontiac,Manuell,TRANS AM,80000,Bensin,19 000 - 19 499,300,-,Eskilstuna,2000
103649,Audi,Manuell,Q5,159000,Diesel,12 500 - 12 999,142,SUV,Helsingborg,2013
103650,Saab,Automat,9-5,19500,Bensin,20 500 - 20 999,149,Kombi,Eskilstuna,2006
103651,Suzuki,Manuell,LIANA,0,Bensin,18 500 - 18 999,103,Kombi,Trelleborg,2001
103652,Nissan,Manuell,ALMERA,3500,Bensin,24 000 - 24 499,114,Halvkombi,Uppsala,2000
103653,Audi,Manuell,A5,89000,Bensin,13 500 - 13 999,170,Coupé,"Malmö, Centralt Norr",2008
103654,Audi,Automat,A5,170000,Bensin,16 000 - 16 499,210,Halvkombi,Jönköping,2013
103655,Volkswagen,Manuell,PASSAT,32000,Diesel,29 500 - 29 999,140,Kombi,Sala,2007
103656,Volvo,Manuell,S80,8000,Bensin,28 500 - 28 999,140,Sedan,Umeå,2000
103657,Skoda,Manuell,Superb,220000,Diesel,5 000 - 5 499,149,Kombi,Vilhelmina,2016
103658,Opel,Manuell,Astra,13900,Bensin,29 000 - 29 499,104,Kombi,Sotenäs,2006
103659,Hyundai,Manuell,IX20,79000,Diesel,14 000 - 14 499,89,Halvkombi,Helsingborg,2011
103660,Audi,Manuell,A6,145000,Diesel,15 500 - 15 999,176,Kombi,Karlstad,2013
103661,Saab,Manuell,9-3,9500,Bensin,30 000 - 34 999,175,Sedan,Arvika,2003
103662,Mercedes-Benz,Automat,E320,67000,Diesel,22 000 - 22 499,224,Sedan,Jönköping,2007
103663,Mitsubishi,Manuell,L200,14000,Diesel,30 000 - 34 999,99,Yrkesfordon,"Göteborg, Östra Göteborg",2000
103664,BMW,Automat,320,53000,Bensin,20 000 - 20 499,149,Sedan,Sotenäs,2006
103665,Volkswagen,Manuell,GOL,18000,Bensin,22 500 - 22 999,104,-,Ovanåker,2003
103666,Ford,Manuell,FOCUS,8000,Bensin,18 500 - 18 999,130,Halvkombi,Örebro,2001
103667,Volvo,Manuell,V70,11500,Bensin,35 000 - 39 999,170,Kombi,Älvdalen,2002
103669,Mercedes-Benz,Automat,CLS500,115000,Bensin,11 000 - 11 499,306,Coupé,Kungsör,2006
103670,Audi,Automat,S8,169000,Bensin,28 500 - 28 999,450,Sedan,Mariestad,2007
103671,Volvo,Manuell,V70,109000,Diesel,19 000 - 19 499,114,Kombi,"Göteborg, Hisingen",2012
103672,Opel,Manuell,Vectra,7000,Bensin,17 500 - 17 999,170,Sedan,Gällivare,2001
103673,Mazda,Manuell,2,120000,Bensin,3 000 - 3 499,89,Halvkombi,Luleå,2015
103674,Volvo,Automat,V70,180000,Diesel,17 000 - 17 499,214,Kombi,Örebro,2014
103675,Suzuki,Manuell,SPLASH,19900,Bensin,25 000 - 25 499,65,Småbil,Landskrona,2009
103676,SEAT,Manuell,IBIZA,5000,Bensin,16 000 - 16 499,59,Halvkombi,Österåker,2000
103677,Volvo,Manuell,C70,145000,Bensin,17 000 - 17 499,140,Cab,Värnamo,2010
103678,Volvo,Manuell,V50,60000,Bensin,14 500 - 14 999,125,Kombi,Norrköping,2009
103679,Saab,Manuell,9-5,8000,Bensin,25 500 - 25 999,184,Sedan,Hedemora,2002
103680,BMW,Automat,730,205000,Diesel,16 000 - 16 499,244,Sedan,Trelleborg,2010
103681,Opel,Manuell,Insignia,91900,Diesel,11 500 - 11 999,160,Sedan,"Göteborg, Östra Göteborg",2011
103682,Land Rover,Automat,DISCOVERY,40000,Diesel,29 000 - 29 499,190,SUV,Östersund,2005
103683,Renault,Manuell,KA,12500,Bensin,30 000 - 34 999,95,Kombi,Östra Göinge,2003
103684,Volkswagen,Manuell,TOURAN,19000,Bensin,27 000 - 27 499,149,Familjebuss,Rättvik,2006
103685,Audi,Manuell,A4,124900,Diesel,8 500 - 8 999,142,Kombi,Örebro,2012
103686,Mercedes-Benz,Automat,CDI 2.2,58000,Diesel,22 000 - 22 499,149,Familjebuss,Falun,2005
103687,Peugeot,Automat,307,25000,Bensin,17 000 - 17 499,140,Kombi,Ronneby,2007
103688,Toyota,Automat,HILUX,332000,Diesel,1 500 - 1 999,149,Yrkesfordon,Karlstad,2017
103689,Kia,Automat,SORENTO,81500,Diesel,18 000 - 18 499,197,SUV,Västerås,2010
103690,Volvo,Manuell,V40,12500,Bensin,17 000 - 17 499,164,Kombi,Strängnäs,2001
103691,Volkswagen,Manuell,PASSAT,49000,Diesel,17 000 - 17 499,140,Kombi,Vallentuna,2008
103692,Fiat,Manuell,PUNTO,17000,Miljöbränsle/Hybrid,14 000 - 14 499,59,Småbil,Skärholmen-Bredäng,2008
103693,Opel,Manuell,Insignia,120000,Diesel,10 000 - 10 499,140,Sedan,Norrköping,2013
103694,Audi,Manuell,TT,229000,Bensin,2 000 - 2 499,160,Coupé,Finspång,2014
103695,Renault,Manuell,B,12000,Bensin,16 000 - 16 499,115,Halvkombi,"Göteborg, Östra Centrum",2002
103696,Citroën,Manuell,Jump,46000,Diesel,24 500 - 24 999,119,Yrkesfordon,Säffle,2011
103697,Renault,Manuell,KA,14500,Bensin,8 500 - 8 999,95,Kombi,Borås,2000
103698,Nissan,Manuell,PRIMASTAR,32800,Diesel,19 000 - 19 499,145,Familjebuss,Solna,2008
103699,Mercedes-Benz,Automat,G350,839500,Diesel,5 000 - 5 499,244,SUV,Jönköping,2017
103700,Saab,Automat,9-5,13000,Bensin,30 000 - 34 999,184,Kombi,Borås,2003
103701,Saab,Manuell,9-3,93000,Diesel,25 000 - 25 499,179,Kombi,Ronneby,2010
103702,Volvo,Manuell,V70,29000,Diesel,35 000 - 39 999,163,Kombi,Mjölby,2005
103703,Ford,Manuell,FIESTA,75000,Diesel,4 500 - 4 999,95,Halvkombi,Svenljunga,2012
103704,Mercedes-Benz,Manuell,B180,39000,Diesel,16 000 - 16 499,108,Småbil,Tibro,2006
103705,Volkswagen,Manuell,TOURAN,33000,Bensin,20 000 - 20 499,149,Familjebuss,Gällivare,2006
103706,Audi,Manuell,TT,13500,Diesel,40 000 - 44 999,179,Kombi,Luleå,2001
103707,Volvo,Automat,V70,49500,Bensin,16 500 - 16 999,170,Kombi,Bollnäs,2007
103708,Renault,Manuell,MEGANE,75000,Diesel,9 500 - 9 999,130,Familjebuss,"Malmö, Öster",2010
103709,Peugeot,Manuell,108,72000,Bensin,1 500 - 1 999,69,Småbil,"Göteborg, Hisingen",2016
103710,Mazda,Manuell,5,65000,Bensin,14 500 - 14 999,110,Cab,Värnamo,2002
103711,Chrysler,Automat,PT CRUISER,16500,Bensin,11 500 - 11 999,141,Sedan,Norrköping,2001
103712,Saab,Manuell,9-5,12000,Bensin,23 000 - 23 499,149,Kombi,Sundsvall,2004
103713,Nissan,Automat,GT-R,869000,Bensin,500 - 999,569,Coupé,Bromma,2017
103714,Volvo,Automat,S80,22000,Bensin,30 000 - 34 999,140,Sedan,Svenljunga,2005
103715,Volvo,Manuell,C30,58500,Bensin,9 000 - 9 499,100,Halvkombi,Skövde,2007
103716,Volvo,Manuell,V40,126500,Diesel,7 500 - 7 999,114,Halvkombi,Trollhättan,2014
103717,Peugeot,Manuell,EXPERT,800,Diesel,13 000 - 13 499,119,Yrkesfordon,Jönköping,2007
103718,Volvo,Manuell,S80,40000,Bensin,16 500 - 16 999,140,Sedan,Svedala,2005
103719,Dodge,Automat,RAM,312500,Diesel,15 500 - 15 999,329,Yrkesfordon,Ludvika,2005
103721,Ford,Manuell,FIESTA,129900,Bensin,1 500 - 1 999,100,Halvkombi,Östersund,2017
103722,Subaru,Manuell,LEGACY,98000,Diesel,15 500 - 15 999,149,Kombi,Nacka,2012
103723,Volvo,Manuell,V70,15000,Bensin,35 000 - 39 999,250,Kombi,Uddevalla,2002
103724,Mercedes-Benz,Automat,B200,148500,Bensin,8 000 - 8 499,156,Halvkombi,Skärholmen-Bredäng,2016
103725,Dodge,Automat,RAM,143000,Diesel,11 500 - 11 999,325,Yrkesfordon,Gävle,2003
103726,Peugeot,Manuell,EXPERT,3500,Diesel,Mer än 50 000,108,Yrkesfordon,Botkyrka,2003
103727,Volkswagen,Manuell,GOL,26000,Bensin,17 000 - 17 499,102,Halvkombi,Värnamo,2005
103728,Mitsubishi,Manuell,CARISMA,13000,Bensin,23 000 - 23 499,122,Sedan,Luleå,2002
103729,Mercedes-Benz,Automat,MERCEDES BENZ 906 KA 35,200000,Diesel,28 500 - 28 999,183,Yrkesfordon,Vetlanda,2008
103730,Volvo,Automat,V70,64000,Diesel,29 500 - 29 999,175,Kombi,Landskrona,2010
103731,Kia,Manuell,SPORTAGE,135000,Diesel,8 000 - 8 499,115,SUV,"Göteborg, Västra Göteborg",2012
103732,Volvo,Manuell,S60,15000,Bensin,28 000 - 28 499,170,Sedan,"Malmö, Centralt Norr",2001
103733,Ford,Manuell,FIESTA,65000,Diesel,6 000 - 6 499,70,Småbil,Halmstad,2011
103734,Volvo,Automat,XC90,200000,Diesel,10 000 - 10 499,199,SUV,Malung-Sälen,2013
103735,Audi,Automat,A1,3029,Bensin,2 000 - 2 499,125,Halvkombi,Huddinge,2017
103736,Skoda,Manuell,Fabia,11500,Bensin,21 000 - 21 499,100,Kombi,Motala,2003
103737,Saab,Manuell,9-5,4000,Bensin,35 000 - 39 999,184,-,Södertälje,2001
103738,Toyota,Manuell,YARIS,77500,Bensin,6 000 - 6 499,99,Småbil,Jönköping,2013
103739,Peugeot,Manuell,EXPERT,42000,Diesel,21 500 - 21 999,119,Yrkesfordon,Östersund,2010
103740,BMW,Manuell,320,47000,Bensin,13 000 - 13 499,170,Sedan,Sollefteå,2004
103741,Dacia,Manuell,Logan,18000,Miljöbränsle/Hybrid,24 000 - 24 499,104,Kombi,Skellefteå,2010
103742,Volkswagen,Automat,GOL,295165,Bensin,1 500 - 1 999,300,Kombi,Uppsala,2017
103743,Opel,Automat,Meriva,16000,Bensin,16 000 - 16 499,100,Familjebuss,Landskrona,2004
103744,Audi,Manuell,A4,39000,Bensin,27 000 - 27 499,190,Kombi,Falun,2004
103745,Hyundai,Manuell,ELANTRA,20000,Bensin,7 500 - 7 999,138,Sedan,Södertälje,2001
103746,Ford,Manuell,FOCUS,50000,Bensin,4 500 - 4 999,100,Kombi,Kista-Hässelby-Vällingby-Spånga,2004
103747,Ford,Manuell,FOCUS,72000,Bensin,13 000 - 13 499,225,-,Uddevalla,2009
103748,Opel,Manuell,Vivaro,139000,Diesel,4 500 - 4 999,114,Familjebuss,Boxholm,2013
103749,Citroën,Manuell,Jump,6000,Diesel,16 500 - 16 999,93,Yrkesfordon,Mora,2002
103750,Volvo,Manuell,V70,37000,Bensin,30 000 - 34 999,209,Kombi,Degerfors,2003
103751,Ford,Manuell,FOCUS,160000,Diesel,1 000 - 1 499,119,Kombi,Ånge,2017
103752,Volkswagen,Manuell,BEETLE,18000,Bensin,22 000 - 22 499,115,Halvkombi,Vimmerby,2000
103753,Audi,Automat,A4,70000,Bensin,25 500 - 25 999,210,Sedan,Bjuv,2008
103754,Volkswagen,Automat,PASSAT,220000,Bensin,3 000 - 3 499,149,Kombi,"Malmö, Sydväst",2017
103755,Mini,Manuell,COOPER,32500,Bensin,16 500 - 16 999,115,Coupé,Varberg,2003
103756,Volkswagen,Manuell,PASSAT,0,Miljöbränsle/Hybrid,11 500 - 11 999,149,Kombi,Alingsås,2010
103757,Mercedes-Benz,Manuell,A150,25000,Bensin,19 000 - 19 499,95,Småbil,Härryda,2006
103758,Volkswagen,Automat,CC,119000,Bensin,13 000 - 13 499,199,Coupé,Haninge,2009
103759,Volvo,Manuell,S60,125000,Diesel,12 500 - 12 999,136,Sedan,Gävle,2013
103760,Audi,Automat,A3,16499,Bensin,20 000 - 20 499,149,Småbil,Kristianstad,2000
103761,Skoda,Automat,Octavia,10000,Bensin,17 000 - 17 499,125,Sedan,Hägersten-Liljeholmen,2000
103762,Audi,Automat,A6,0,Diesel,24 500 - 24 999,179,Kombi,Älvsbyn,2008
103763,Porsche,Automat,PANAMERA,1495000,Miljöbränsle/Hybrid,0 - 499,330,Halvkombi,Bromma,2018
103764,Citroën,Automat,C5,13000,Bensin,18 000 - 18 499,136,Kombi,Norrköping,2004
103765,Skoda,Manuell,Fabia,11000,Bensin,25 000 - 25 499,74,Småbil,Kalmar,2003
103766,Mini,Manuell,COOPER,29900,Bensin,19 500 - 19 999,115,Småbil,Växjö,2002
103767,Peugeot,Automat,PARTNER,57900,Diesel,12 500 - 12 999,89,Kombi,Järfälla,2013
103768,Opel,Manuell,Astra,17000,Bensin,19 000 - 19 499,104,Kombi,"Göteborg, Hisingen",2005
103769,Opel,Automat,Astra,65000,Bensin,8 500 - 8 999,140,Halvkombi,"Göteborg, Östra Göteborg",2007
103770,Volkswagen,Manuell,PASSAT,12000,Bensin,20 500 - 20 999,149,Kombi,Arboga,2002
103771,Volvo,Automat,S60,335000,Bensin,7 500 - 7 999,350,Sedan,Stenungsund,2015
103772,BMW,Manuell,320,159000,Diesel,15 000 - 15 499,183,Kombi,Boden,2015
103773,Volvo,Automat,V70,45000,Diesel,22 500 - 22 999,184,Kombi,Avesta,2006
103774,Toyota,Automat,C-HR,4650,Bensin,1 500 - 1 999,115,Coupé,Solna,2017
103775,BMW,Automat,320,205000,Diesel,10 500 - 10 999,183,Sedan,Sollentuna,2015
103776,Ford,Manuell,GT,159000,Bensin,10 500 - 10 999,300,Coupé,"Göteborg, Västra Göteborg",2005
103777,BMW,Automat,520,67000,Diesel,19 000 - 19 499,163,Kombi,Hässleholm,2007
103778,Citroën,Manuell,C2,14000,Bensin,14 000 - 14 499,59,Småbil,Nybro,2003
103779,Volkswagen,Automat,TOUAREG,229000,Diesel,13 000 - 13 499,204,SUV,Vallentuna,2014
103780,Volkswagen,Manuell,PASSAT,24000,Bensin,13 000 - 13 499,125,Kombi,Trollhättan,2000
103781,Chrysler,Automat,GRAND VOYAGER,17500,Bensin,27 000 - 27 499,174,Familjebuss,Vansbro,2004
103782,Peugeot,Automat,407,19900,Diesel,22 500 - 22 999,136,Kombi,Varberg,2006
103783,Citroën,Manuell,Berling,43000,Diesel,9 000 - 9 499,89,Yrkesfordon,Örebro,2011
103784,Mercedes-Benz,Automat,C200,19000,Bensin,25 500 - 25 999,163,Kombi,"Malmö, Sydväst",2002
103785,Skoda,Manuell,Fabia,25500,Bensin,21 000 - 21 499,63,Kombi,Enskede-Årsta-Skarpnäck,2007
103786,Volkswagen,Manuell,PASSAT,29000,Bensin,28 500 - 28 999,149,Kombi,Åmål,2005
103787,Audi,Automat,A5,215000,Diesel,8 500 - 8 999,244,Halvkombi,Skövde,2012
103788,Volkswagen,Manuell,PICK-UP,39000,Diesel,24 500 - 24 999,130,Yrkesfordon,Söderhamn,2004
103789,BMW,Manuell,318,199000,Diesel,8 000 - 8 499,142,Halvkombi,Värmdö,2014
103790,Volvo,Manuell,V50,27000,Bensin,25 000 - 25 499,125,Kombi,Kristinehamn,2006
103791,Subaru,Automat,LEGACY,45000,Bensin,12 500 - 12 999,259,Sedan,Ekerö,2000
103792,Saab,Manuell,9-5,7500,Bensin,24 000 - 24 499,184,Kombi,Hofors,2004
103793,BMW,Manuell,520,130000,Diesel,19 000 - 19 499,183,Sedan,Enköping,2011
103794,Volvo,Manuell,V70,14000,Bensin,30 000 - 34 999,199,Kombi,Örebro,2003
103795,BMW,Automat,530,359000,Diesel,5 500 - 5 999,258,Sedan,Ånge,2016
103796,Mercedes-Benz,Automat,C43,665000,Bensin,1 500 - 1 999,367,Cab,Kungsbacka,2018
103797,Renault,Automat,TRAFIC,64900,Diesel,11 000 - 11 499,114,Yrkesfordon,Båstad,2011
103798,Volkswagen,Manuell,GOL,60000,Bensin,10 500 - 10 999,199,Småbil,Kristianstad,2005
103799,Audi,Automat,A6,220000,Bensin,11 000 - 11 499,310,Sedan,Täby,2013
103800,Hyundai,Manuell,I20,41000,Bensin,9 000 - 9 499,99,Halvkombi,Borås,2010
103801,Lotus,Manuell,EVORA,375000,Bensin,1 500 - 1 999,280,Coupé,"Malmö, Sydväst",2010
103802,Peugeot,Manuell,307,10000,Bensin,22 000 - 22 499,108,Småbil,Borås,2004
103803,Peugeot,Automat,508,75000,Diesel,14 500 - 14 999,111,Kombi,Höör,2012
103804,Audi,Manuell,S3,68000,Bensin,10 500 - 10 999,209,Halvkombi,Helsingborg,2000
103805,Toyota,Manuell,COROLLA,34000,Bensin,13 500 - 13 999,110,Kombi,Stenungsund,2005
103806,Toyota,Manuell,AVENSIS,45000,Bensin,15 000 - 15 499,129,Sedan,Älvsjö-Farsta-Vantör,2006
103807,BMW,Manuell,118,4000,Bensin,2 500 - 2 999,136,Halvkombi,Gislaved,2016
103808,Volkswagen,Manuell,PICK-UP,6250,Diesel,30 000 - 34 999,68,Yrkesfordon,Skurup,2000
103809,Toyota,Automat,AVENSIS,80000,Bensin,13 000 - 13 499,146,Sedan,Hallstahammar,2010
103810,Volvo,Automat,XC60,155000,Diesel,16 000 - 16 499,163,SUV,Karlstad,2011
103811,Saab,Manuell,9-3,8000,Diesel,35 000 - 39 999,125,Sedan,Piteå,2003
103812,Audi,Manuell,A5,139000,Bensin,16 000 - 16 499,170,-,Kista-Hässelby-Vällingby-Spånga,2012
103813,Volvo,Automat,V40,155000,Diesel,8 000 - 8 499,114,Halvkombi,Huddinge,2015
103814,Fiat,Manuell,DOBL,89000,Diesel,5 000 - 5 499,74,Yrkesfordon,"Göteborg, Västra Göteborg",2015
103815,Mitsubishi,Automat,OUTLANDER,93000,Diesel,15 000 - 15 499,156,Familjebuss,Karlskrona,2011
103816,Mazda,Manuell,2,25000,Bensin,14 000 - 14 499,141,Familjebuss,Kungsbacka,2004
103817,Renault,Manuell,TRAFIC,190000,Diesel,7 000 - 7 499,125,Familjebuss,Strängnäs,2017
103818,Ford,Manuell,FOCUS,7500,Bensin,18 000 - 18 499,115,Sedan,Kumla,2005
103819,Dodge,Automat,CLUB WGN,270000,Bensin,6 000 - 6 499,500,SUV,Maria-Gamla Stan-Högalid,2005
103820,Dodge,Automat,DURANGO,215000,Bensin,11 000 - 11 499,293,SUV,Uppsala,2013
103821,Hyundai,Automat,SANTA FE,22000,Diesel,29 000 - 29 499,125,SUV,Gällivare,2003
103822,Peugeot,Manuell,PARTNER,4000,Bensin,16 000 - 16 499,74,Halvkombi,Eskilstuna,2003
103823,Mitsubishi,Manuell,SPACE WAGON,21000,Bensin,21 000 - 21 499,146,Coupé,Strömsund,2001
103824,BMW,Manuell,218,159000,Diesel,15 500 - 15 999,142,Coupé,Östermalm-Djurgården,2015
103825,Saab,Manuell,9-5,25000,Diesel,22 500 - 22 999,149,Sedan,Ludvika,2008
103826,Hyundai,Automat,SANTA FE,82000,Diesel,17 500 - 17 999,197,SUV,Kungälv,2010
103827,Volvo,Manuell,C30,60000,Bensin,16 000 - 16 499,125,Halvkombi,Mönsterås,2008
103828,Saab,Manuell,9-3,50000,Diesel,24 000 - 24 499,179,Sedan,Mark,2009
103829,Mitsubishi,Automat,L200,97000,Diesel,24 000 - 24 499,178,Yrkesfordon,Gällivare,2010
103830,Saab,Manuell,9-5,18000,Diesel,21 000 - 21 499,119,Sedan,Kungälv,2004
103831,SEAT,Manuell,IBIZA,32000,Diesel,17 500 - 17 999,89,Småbil,Österåker,2010
103832,Volvo,Automat,S60,35000,Bensin,20 500 - 20 999,209,Sedan,Kista-Hässelby-Vällingby-Spånga,2005
103833,Saab,Automat,9-5,25000,Bensin,26 000 - 26 499,220,Kombi,Örnsköldsvik,2005
103834,Renault,Manuell,TRAFIC,55000,Diesel,18 000 - 18 499,114,Kombi,Mullsjö,2010
103835,Kia,Manuell,CEED,47900,Diesel,15 500 - 15 999,127,Kombi,Tjörn,2011
103836,Saab,Manuell,9-3,8000,Bensin,25 000 - 25 499,149,-,Flen,2001
103837,Volkswagen,Manuell,PASSAT,81000,Bensin,12 000 - 12 499,160,Kombi,Falun,2011
103838,Audi,Manuell,A4,115000,Bensin,10 000 - 10 499,179,Sedan,Skellefteå,2010
103839,BMW,Automat,320,219900,Diesel,6 000 - 6 499,190,Sedan,Kalmar,2016
103840,Audi,Manuell,A6,175000,Diesel,15 000 - 15 499,176,Sedan,Varberg,2014
103841,Chevrolet,Automat,VENTURE,5000,Bensin,26 500 - 26 999,186,Familjebuss,Kristianstad,2001
103842,Volvo,Manuell,S40,23000,Bensin,20 000 - 20 499,122,Sedan,Bollebygd,2003
103843,BMW,Automat,125,189000,Bensin,5 500 - 5 999,217,Halvkombi,Jönköping,2013
103844,Peugeot,Manuell,308,85000,Bensin,5 500 - 5 999,149,Cab,Skellefteå,2009
103845,Peugeot,Manuell,208,82000,Bensin,5 500 - 5 999,81,Halvkombi,Bollebygd,2015
103846,Renault,Manuell,MEGANE,50000,Bensin,8 500 - 8 999,110,Halvkombi,Härjedalen,2012
103847,Volkswagen,Automat,PASSAT,67000,Diesel,25 000 - 25 499,170,-,Munkedal,2011
103848,Volvo,Manuell,V70,25000,Bensin,27 000 - 27 499,140,Kombi,"Göteborg, Västra Göteborg",2004
103849,Volkswagen,Manuell,SKÅP,12000,Diesel,0 - 499,89,Yrkesfordon,Jokkmokk,2002
103850,Peugeot,Manuell,307,32900,Bensin,10 000 - 10 499,108,Halvkombi,Karlstad,2007
103851,Subaru,Manuell,FORESTER,35000,Bensin,25 000 - 25 499,176,Kombi,Nyköping,2005
103852,Opel,Manuell,Omega,4500,Bensin,26 000 - 26 499,144,Kombi,Malung-Sälen,2000
103853,Volvo,Manuell,V70,60000,Diesel,22 500 - 22 999,163,Kombi,Österåker,2009
103854,Volvo,Manuell,S60,25000,Bensin,22 000 - 22 499,170,Sedan,Motala,2004
103855,Mitsubishi,Manuell,GALANT,7700,Bensin,17 000 - 17 499,144,-,Burlöv,2001
103856,Kia,Automat,CEED,0,Diesel,0 - 499,136,Halvkombi,"Göteborg, Hisingen",2017
103857,Volkswagen,Automat,PASSAT,139000,Diesel,9 000 - 9 499,170,Kombi,"Malmö, Sydväst",2012
103858,Audi,Manuell,A4,27000,Bensin,19 000 - 19 499,130,Sedan,Umeå,2002
103859,Volvo,Manuell,S60,15900,Bensin,27 000 - 27 499,170,Sedan,Älvsjö-Farsta-Vantör,2004
103860,Audi,Automat,A4,150000,Diesel,13 000 - 13 499,176,Kombi,Motala,2013
103861,Volvo,Manuell,S60,110000,Diesel,6 500 - 6 999,114,Sedan,Falköping,2012
103862,BMW,Automat,X3,82500,Diesel,19 500 - 19 999,176,SUV,Norrköping,2008
103863,Ford,Manuell,TRANSIT,35000,Diesel,40 000 - 44 999,115,Familjebuss,Österåker,2010
103864,Saab,Automat,9-3,75000,Bensin,18 000 - 18 499,175,Kombi,Varberg,2008
103865,Saab,Manuell,9-3,64000,Bensin,16 000 - 16 499,175,Kombi,Eslöv,2009
103866,Audi,Automat,A4,16000,Bensin,18 000 - 18 499,164,Kombi,Skövde,2001
103867,Opel,Automat,Astra,9500,Bensin,22 500 - 22 999,115,Sedan,Västerås,2000
103868,Subaru,Manuell,LEGACY,120000,Diesel,14 500 - 14 999,149,Kombi,Luleå,2011
103869,Volvo,Manuell,V70,60000,Diesel,30 000 - 34 999,175,Kombi,Borås,2009
103870,Hyundai,Manuell,SANTA FE,15000,Bensin,19 500 - 19 999,145,SUV,Umeå,2003
103871,Audi,Manuell,A4,70000,Bensin,18 000 - 18 499,179,Kombi,Härjedalen,2010
103872,Hyundai,Manuell,I30,80000,Diesel,8 500 - 8 999,110,Halvkombi,Helsingborg,2013
103873,BMW,Manuell,320,75000,Diesel,16 500 - 16 999,197,Sedan,Orust,2008
103874,BMW,Manuell,120,75000,Diesel,15 000 - 15 499,176,-,Surahammar,2007
103875,Peugeot,Manuell,206,15000,Bensin,16 500 - 16 999,74,Halvkombi,Herrljunga,2005
103876,Chevrolet,Automat,SS,40000,Bensin,9 000 - 9 499,187,Familjebuss,Mora,2001
103877,Mercedes-Benz,Automat,SLK200,150000,Bensin,10 000 - 10 499,183,Cab,Östermalm-Djurgården,2008
103878,Chevrolet,Automat,CAMARO,259000,Bensin,16 000 - 16 499,432,Cab,Nässjö,2012
103879,Honda,Automat,ACCORD,68000,Bensin,19 500 - 19 999,156,Kombi,Hallstahammar,2009
103880,Land Rover,Automat,DISCOVERY,38000,Diesel,19 500 - 19 999,138,SUV,Sävsjö,2002
103881,Volvo,Manuell,V70,35000,Bensin,20 000 - 20 499,140,Kombi,Älvsjö-Farsta-Vantör,2005
103882,Alfa Romeo,Automat,147,0,Bensin,14 500 - 14 999,149,Halvkombi,Nacka,2001
103883,BMW,Manuell,320,15000,Bensin,25 000 - 25 499,170,Kombi,Helsingborg,2004
103884,Peugeot,Manuell,206,35000,Bensin,11 000 - 11 499,74,Småbil,Piteå,2007
103885,BMW,Automat,320,75000,Diesel,19 500 - 19 999,163,Kombi,Boden,2007
103887,Mercedes-Benz,Manuell,C180,14000,Bensin,25 500 - 25 999,142,Kombi,Linköping,2003
103888,Saab,Manuell,9-5,25000,Miljöbränsle/Hybrid,18 000 - 18 499,149,Kombi,Leksand,2006
103889,Volvo,Automat,V50,34000,Diesel,22 000 - 22 499,179,Kombi,Mönsterås,2005
103890,BMW,Automat,X3,195000,Diesel,13 500 - 13 999,258,SUV,Uddevalla,2011
103891,Ford,Manuell,KA,5000,Bensin,10 000 - 10 499,69,Småbil,Solna,2005
